1
255 92 300000
75 17 191 83
164 16 252 70
251 16 255 43
252 54 253 87
21 81 112 85
48 79 62 84
169 74 213 80
194 44 211 76
28 38 215 70
166 13 251 57
139 46 248 68
230 36 240 83
94 67 95 88
251 47 255 81
204 9 233 88
161 86 241 90
136 42 136 72
68 87 189 92
236 89 244 92
247 12 251 25
68 76 225 82
133 60 179 78
22 11 23 33
134 38 224 85
12 22 248 25
10 49 87 50
227 59 239 72
212 31 241 59
244 53 255 81
43 70 169 92
187 58 211 58
167 21 223 52
132 42 191 77
39 52 242 65
152 61 211 73
199 84 254 86
255 45 255 90
109 32 243 65
90 18 221 53
222 35 242 91
183 25 209 71
240 23 254 30
151 18 223 40
61 44 150 66
92 21 117 37
115 91 183 91
109 64 215 66
45 39 46 56
76 60 190 73
220 79 252 79
208 92 249 92
197 78 253 84
227 21 239 89
134 26 163 49
217 28 238 55
53 90 81 90
77 2 132 90
137 32 201 40
25 11 62 81
22 39 154 54
82 52 106 61
148 22 219 49
100 73 239 88
188 31 226 45
42 56 65 60
181 21 214 91
168 72 235 92
135 27 191 75
202 87 222 87
174 82 231 83
184 56 204 82
47 51 137 56
55 9 128 44
196 7 207 48
28 43 209 56
23 53 221 82
81 49 135 57
12 91 123 92
100 88 185 92
156 33 192 43
42 14 134 53
63 61 238 84
243 87 251 88
101 73 170 82
80 75 244 90
134 17 149 83
216 50 252 76
181 66 205 75
31 19 44 52
208 60 229 72
149 60 150 71
56 49 88 51
147 64 222 68
27 43 174 62
238 78 251 81
210 74 230 89
22 47 134 59
73 83 230 84
198 44 217 61
246 50 250 50
78 69 119 76
108 38 130 67
223 43 229 51
237 92 242 92
114 87 219 90
156 47 205 49
181 69 231 86
174 47 177 76
149 77 248 81
64 57 117 91
201 46 223 70
40 36 206 69
122 62 178 85
226 40 239 40
242 11 255 39
18 41 235 56
225 25 228 68
1 69 255 70
47 90 67 90
65 59 183 63
218 77 237 77
215 33 239 69
241 63 245 80
243 43 248 78
145 1 175 79
59 77 147 92
118 51 231 55
162 25 206 75
34 3 88 72
92 30 225 46
140 48 221 67
206 63 244 68
101 12 188 32
33 58 144 78
106 7 202 54
85 17 157 56
68 45 202 65
114 88 120 88
253 31 254 81
189 26 223 56
132 47 247 77
10 23 99 24
184 40 214 88
10 16 60 59
152 6 188 79
67 83 99 91
102 88 173 91
4 75 176 82
117 45 215 62
110 5 129 42
117 18 190 31
146 22 172 80
90 55 115 76
27 19 133 84
75 30 225 58
5 82 42 87
166 35 173 59
236 24 251 61
148 6 236 29
102 54 124 89
40 64 101 81
104 22 189 80
20 82 52 84
74 17 250 65
107 40 220 72
198 43 227 54
241 63 249 68
31 28 143 63
7 56 127 77
192 47 192 60
14 63 218 83
255 49 255 61
245 53 254 81
226 15 251 41
76 3 161 35
252 65 254 81
93 20 189 44
218 92 226 92
232 22 248 62
245 65 247 70
225 30 227 43
73 79 89 89
196 15 249 77
226 61 242 72
118 19 234 51
146 85 183 87
57 19 64 36
36 75 171 76
172 46 193 71
42 76 169 90
99 73 236 79
87 35 164 74
130 50 171 65
104 68 119 69
119 17 164 21
162 19 198 47
55 81 141 88
214 61 218 77
145 57 225 62
5 76 248 86
21 77 91 86
128 6 217 7
255 68 255 83
44 86 171 88
197 85 245 85
68 67 123 86
156 55 238 61
187 75 255 89
36 91 124 92
34 25 115 54
148 9 234 12
35 72 55 84
4 43 166 55
13 6 126 18
57 46 107 75
109 37 214 50
139 48 185 53
185 41 229 89
214 24 227 76
140 80 235 89
253 6 255 37
238 9 240 18
124 82 177 92
176 62 179 88
11 25 138 27
86 50 212 73
208 16 252 38
17 23 96 58
37 16 148 21
203 13 242 13
97 28 183 40
65 85 176 88
71 34 125 50
172 19 231 32
239 42 250 75
126 60 182 71
206 21 209 62
41 5 85 27
197 84 232 90
126 30 244 62
196 6 235 83
20 76 40 76
2 14 156 50
195 80 204 90
180 90 204 91
177 38 224 74
235 29 249 59
233 59 240 76
241 38 243 75
9 62 20 63
189 10 226 41
247 7 249 67
243 27 243 50
179 91 220 92
122 88 159 90
44 25 180 82
155 85 203 89
171 21 227 67
58 77 182 80
209 28 229 73
14 91 239 92
31 73 137 91
251 80 254 84
14 7 63 51
247 84 249 86
190 76 212 77
116 25 192 58
48 15 186 86
104 35 112 51
139 79 159 84
222 38 240 49
128 83 197 87
28 31 136 80
43 20 161 36
77 31 98 54
19 73 63 74
76 34 126 55
51 58 98 82
117 21 215 72
21 77 89 83
132 69 218 74
251 32 253 48
8 66 117 76
158 82 181 89
104 49 246 54
241 6 253 59
246 70 250 78
130 78 133 92
15 2 208 17
98 81 162 89
204 11 209 89
157 17 172 63
76 19 130 65
203 2 243 60
251 85 254 90
37 25 255 90
1 16 79 19
176 78 193 79
169 29 246 49
123 43 207 62
238 5 248 86
228 83 251 87
132 21 218 49
250 48 255 88
129 44 142 90
96 48 153 67
14 9 149 32
201 52 225 85
167 63 243 84
9 44 102 66
241 2 252 91
166 92 174 92
27 5 39 65
140 19 240 61
206 2 250 90
61 47 195 67
182 76 185 76
37 54 166 73
12 26 49 30
111 35 170 72
190 41 205 92
243 6 245 11
163 41 252 87
46 68 54 72
58 64 109 67
202 8 209 57
250 22 253 26
192 33 214 53
62 92 182 92
124 2 142 10
42 34 137 52
154 20 174 44
186 13 235 69
176 7 215 30
79 13 208 75
40 2 162 13
208 51 240 57
173 30 240 80
97 68 184 80
162 59 184 62
159 56 241 57
175 3 205 70
122 61 211 65
218 89 224 92
146 50 185 65
178 91 236 91
173 44 195 44
12 52 154 81
54 4 54 59
198 87 240 88
83 26 169 34
172 50 252 58
132 20 176 79
219 80 222 86
89 89 246 90
62 56 196 87
177 31 213 53
23 52 82 57
147 73 202 81
154 14 176 35
134 25 216 38
156 6 168 67
14 20 203 50
71 38 142 85
38 61 158 74
102 29 241 43
90 86 148 90
67 81 225 87
98 7 117 33
141 49 218 55
221 80 244 84
88 19 224 57
13 79 241 91
159 79 238 86
41 84 198 91
232 34 238 68
68 83 187 87
234 72 250 72
189 18 203 72
196 82 219 90
195 81 227 92
79 21 197 56
103 52 225 58
243 30 243 57
185 80 220 82
19 3 141 20
133 26 146 40
135 56 205 83
12 58 45 79
169 32 171 73
222 33 243 75
108 28 154 66
54 80 177 92
138 83 217 84
239 59 246 70
59 81 104 85
140 14 157 67
2 15 159 86
189 36 224 63
132 25 156 49
146 7 212 27
122 80 194 81
32 9 121 12
35 84 227 92
203 59 226 87
210 79 221 80
23 36 197 38
141 20 177 78
9 62 170 83
45 13 252 53
25 89 162 90
35 30 173 61
184 19 230 82
187 16 234 82
225 82 253 92
125 34 180 83
185 41 203 65
147 11 231 74
195 31 238 55
195 70 209 82
165 74 222 87
251 17 253 44
246 50 251 69
113 59 220 90
38 27 134 71
192 26 243 73
107 23 208 34
49 25 104 51
197 45 231 50
124 51 231 83
21 27 97 54
166 78 168 82
184 41 225 46
109 25 179 42
193 51 211 58
62 38 131 65
180 27 243 75
196 89 206 89
223 21 241 37
128 15 176 19
186 6 220 81
117 76 243 86
90 38 236 45
222 62 255 69
110 82 160 85
4 48 229 86
93 6 203 51
134 32 137 76
93 59 209 89
214 20 252 27
173 70 244 72
44 81 108 83
85 19 207 35
138 75 148 79
245 43 248 46
98 14 109 19
50 55 105 86
184 85 196 89
24 15 151 21
226 38 241 53
45 48 83 83
207 19 234 72
250 55 251 72
99 40 129 65
176 63 236 76
224 58 232 85
218 79 225 88
100 81 248 86
161 81 169 86
237 84 238 88
29 80 63 90
253 20 253 20
53 55 211 90
187 8 238 30
25 43 103 45
180 56 213 72
190 57 195 64
161 1 229 78
241 2 250 55
198 38 249 42
127 30 171 56
216 7 239 8
93 62 196 74
124 40 215 45
118 21 230 74
77 30 174 32
118 70 189 75
121 63 183 65
177 61 205 76
108 86 198 89
145 17 175 19
11 28 38 64
29 13 54 79
246 21 251 83
7 84 201 88
118 79 188 92
83 79 239 88
207 49 233 50
135 87 153 88
205 74 220 82
109 24 113 61
73 23 151 35
230 39 239 92
189 1 227 4
81 29 104 57
251 29 251 80
242 10 248 13
220 10 246 73
4 26 68 48
144 67 212 70
60 52 239 84
121 22 247 43
249 18 252 46
18 54 100 77
236 46 237 62
110 57 128 70
226 5 250 43
63 27 204 85
146 34 165 57
113 65 175 77
127 91 246 91
214 79 225 91
241 8 254 60
97 39 198 80
110 2 245 58
235 91 240 92
213 18 220 76
23 11 148 64
251 59 255 78
50 81 127 85
96 40 124 83
53 15 71 36
240 88 250 89
207 24 239 39
217 63 229 83
250 35 253 79
232 68 236 85
46 39 49 44
127 85 185 91
144 2 152 38
152 52 245 81
73 22 195 82
85 26 149 89
214 58 248 72
38 11 135 34
252 30 255 45
118 36 151 77
59 7 133 83
244 5 250 8
89 56 174 78
226 83 235 84
131 36 239 50
118 74 191 78
112 57 164 62
81 44 150 90
34 87 230 92
124 5 167 7
167 71 249 73
127 21 157 52
128 64 220 90
130 85 223 89
3 53 97 85
1 26 51 55
213 57 225 85
8 16 206 84
251 46 251 72
15 25 246 92
240 15 240 69
85 83 242 87
78 30 161 73
217 65 254 92
12 14 87 18
213 31 255 42
197 58 246 86
214 30 254 74
27 40 146 46
222 89 241 90
147 19 186 63
147 10 245 80
29 58 190 63
6 54 214 80
150 2 175 63
130 29 210 89
233 20 237 80
240 59 244 66
180 89 229 90
75 29 184 38
6 48 102 49
159 84 250 88
36 87 223 88
159 73 202 86
236 38 241 74
195 52 212 79
60 19 202 86
129 41 163 80
231 16 238 75
139 42 143 45
200 65 227 76
159 27 163 35
214 15 243 27
114 48 136 55
212 54 235 66
27 23 227 64
7 91 76 92
22 59 57 90
129 27 195 40
218 10 247 66
254 26 255 28
253 40 255 90
78 13 173 80
222 26 248 90
78 9 161 44
240 80 243 83
240 41 246 46
138 35 149 90
222 33 236 53
71 32 228 60
157 73 175 79
250 35 255 69
199 74 206 89
178 61 179 67
92 73 225 79
205 62 232 78
22 41 211 50
23 23 128 71
216 78 251 85
125 33 194 78
165 44 245 55
84 77 135 77
46 72 92 91
166 18 189 71
232 20 238 39
153 42 213 64
61 27 181 81
221 61 224 73
189 82 205 91
178 92 221 92
117 45 135 84
123 72 179 75
60 34 159 44
220 52 230 57
169 80 180 84
113 79 153 79
7 14 212 84
16 39 222 64
97 58 180 75
22 83 204 87
28 26 34 68
84 74 157 89
163 2 189 20
119 58 132 77
33 88 82 92
144 90 232 90
201 63 243 72
39 76 229 91
183 25 204 75
88 80 180 84
81 5 82 31
142 14 223 22
74 34 169 40
62 76 89 87
168 45 169 86
62 86 247 89
223 15 245 46
163 53 231 66
127 32 222 53
186 37 212 60
232 13 251 41
134 26 156 47
154 56 251 72
82 10 254 22
14 91 19 92
86 82 209 86
158 28 237 81
102 56 118 86
132 88 185 90
60 12 123 68
226 43 245 50
191 76 205 77
219 17 232 83
242 66 249 68
193 5 238 56
92 78 252 84
203 44 255 72
145 53 220 91
229 51 254 79
194 3 198 78
136 82 255 89
223 9 236 76
32 86 36 91
205 57 255 84
142 76 235 84
35 29 133 48
175 67 202 81
127 60 225 72
246 74 251 90
235 53 245 77
151 15 243 63
78 53 162 85
66 86 128 87
235 49 246 54
236 84 245 89
122 66 189 89
173 44 211 58
195 40 207 62
166 1 187 65
214 31 244 74
254 90 255 91
79 77 230 86
111 65 167 85
159 70 189 78
215 49 220 74
250 86 251 89
241 12 250 14
195 59 209 82
130 33 219 72
145 28 206 66
172 43 247 68
60 83 197 86
68 88 216 91
137 92 170 92
192 19 221 63
86 32 189 84
173 47 185 87
91 31 166 57
191 38 211 69
4 54 192 86
102 74 151 80
202 30 233 68
254 75 254 78
176 74 196 79
132 83 170 83
187 25 246 60
101 73 181 78
140 50 248 55
85 15 214 36
127 83 251 83
188 8 204 8
93 75 151 81
176 22 207 36
163 23 252 25
255 8 255 34
80 60 233 86
74 30 186 33
72 31 87 68
173 76 250 90
72 89 127 90
126 39 189 58
104 21 139 39
22 1 159 63
173 36 243 76
37 43 65 47
174 24 227 49
42 42 254 73
192 44 206 64
96 23 133 47
194 54 235 59
80 9 141 52
103 5 209 46
106 32 165 50
156 63 206 77
46 4 187 43
252 81 254 86
232 82 251 82
208 34 242 61
125 31 206 48
163 52 222 62
189 34 250 82
99 91 176 91
216 7 235 32
19 91 190 91
83 35 84 69
147 38 168 65
16 49 168 75
108 12 224 26
236 20 252 34
179 74 211 76
239 6 247 32
2 55 78 59
123 30 241 87
240 78 245 87
28 83 59 92
48 26 205 45
229 7 252 65
167 68 202 68
216 70 220 75
41 41 195 41
224 80 232 86
178 69 227 74
220 66 234 76
67 45 87 83
58 66 117 77
185 34 239 70
161 70 208 90
76 68 82 87
170 65 188 74
5 64 254 77
48 26 93 27
216 18 237 37
35 39 166 92
73 68 171 76
247 7 251 61
20 61 94 62
33 36 170 59
121 3 155 79
151 70 229 77
13 29 73 69
122 18 209 55
25 1 230 7
50 52 75 90
140 31 146 81
176 82 182 91
134 4 161 61
185 23 215 75
95 49 159 71
190 72 236 86
81 90 188 92
197 62 227 89
39 35 193 42
106 18 156 91
132 82 254 86
223 16 254 28
175 79 178 83
19 25 53 44
252 22 254 45
208 49 230 85
183 17 213 38
3 17 137 18
177 11 223 75
247 34 252 81
198 54 241 76
62 44 191 64
139 2 226 12
18 60 21 71
247 40 247 53
211 11 229 40
46 72 87 80
146 64 213 70
78 75 176 82
171 10 189 22
80 77 226 84
237 24 250 61
2 12 61 78
217 11 245 63
129 80 254 88
104 55 135 64
210 69 243 89
233 7 236 61
3 16 54 38
235 28 237 63
214 82 220 88
53 6 54 52
19 48 42 60
209 3 248 10
73 9 177 92
44 29 57 33
190 15 242 18
56 41 186 79
219 90 226 90
43 15 188 86
177 31 225 79
76 47 206 56
135 30 203 83
201 3 250 49
4 33 164 68
34 66 66 73
89 39 219 85
37 3 73 41
140 50 171 80
250 23 250 87
71 38 234 55
187 55 217 56
52 91 202 92
30 80 210 91
250 54 251 66
48 77 94 79
187 76 231 81
34 81 161 91
166 82 175 92
34 10 104 81
152 4 227 43
195 34 238 55
209 87 216 88
251 10 252 64
183 62 224 70
46 34 216 68
41 76 75 76
65 3 69 89
218 77 227 85
79 22 211 51
81 84 119 84
222 25 250 39
93 20 220 63
42 41 76 72
180 52 235 88
125 22 233 45
140 73 146 82
161 17 250 74
210 24 226 49
80 27 199 61
111 17 207 49
73 76 96 81
19 5 93 90
227 45 254 70
158 29 195 85
60 29 141 60
18 61 192 66
238 48 240 80
145 74 182 76
226 91 241 92
115 68 177 81
162 34 231 58
106 9 249 49
72 58 246 77
48 12 166 78
249 47 249 91
77 6 171 28
109 87 216 88
231 1 248 37
11 21 153 90
43 12 117 90
146 59 195 65
177 72 236 82
86 49 226 55
17 58 181 83
138 84 221 89
104 67 236 78
150 71 188 73
254 78 254 80
137 57 178 76
253 66 253 79
142 53 192 84
174 53 242 54
248 61 255 68
76 34 184 49
222 56 224 92
106 64 175 90
66 16 131 37
98 13 242 73
206 32 230 69
217 60 254 91
33 47 35 90
212 83 237 85
162 3 223 33
212 50 221 69
243 75 252 89
142 54 203 82
103 69 187 73
173 67 179 73
11 29 114 89
34 38 171 59
69 36 244 85
136 67 175 72
249 54 254 87
151 48 151 73
77 69 102 83
165 25 241 75
229 92 235 92
188 70 214 74
77 41 92 44
54 68 240 68
213 10 252 81
117 68 250 70
26 64 119 72
165 39 172 77
131 31 200 49
140 28 161 34
229 87 231 92
112 1 208 50
42 47 232 75
4 74 243 84
10 73 130 81
240 24 248 86
216 47 251 58
98 47 248 59
221 53 233 81
47 9 241 64
191 76 221 91
5 85 219 85
126 60 245 80
49 1 168 8
128 68 214 75
239 60 245 76
167 49 216 59
77 64 142 79
129 74 191 76
156 86 252 91
252 55 252 65
117 1 230 77
184 25 244 50
75 59 142 84
218 7 238 85
139 91 205 91
127 20 166 36
82 88 85 91
172 43 210 47
173 53 247 56
98 70 141 83
238 75 252 86
51 92 228 92
11 86 113 90
110 7 120 66
146 40 234 77
91 3 217 56
175 28 201 83
4 53 181 60
183 16 209 69
141 92 180 92
85 40 242 60
165 55 182 80
47 85 244 91
250 21 253 31
52 11 122 40
71 55 243 76
235 79 254 91
110 58 151 92
84 66 232 78
160 3 254 92
90 56 154 80
30 5 233 52
217 50 225 61
123 59 162 78
174 72 181 79
123 31 128 42
216 59 251 77
1 80 3 90
174 29 235 29
128 68 171 83
33 68 186 87
16 63 102 63
11 30 78 40
1 86 67 86
20 16 250 63
136 57 211 86
167 91 200 92
251 66 251 85
239 78 239 82
28 55 203 88
239 78 240 86
108 12 216 73
32 25 247 84
159 79 205 85
164 34 181 67
148 10 176 90
16 71 228 71
218 92 232 92
47 60 221 90
209 16 245 16
246 61 247 82
211 33 253 83
235 47 242 70
109 72 185 87
45 8 211 79
167 78 242 84
128 47 146 48
231 19 241 68
247 21 253 46
211 88 227 89
37 70 158 83
79 30 133 86
90 88 106 92
134 76 170 81
124 91 124 91
9 21 137 48
230 72 238 83
114 79 175 79
92 23 199 92
166 46 177 68
13 36 153 43
155 47 240 92
34 13 184 83
180 73 201 90
234 74 251 78
169 15 186 49
130 20 142 66
6 28 40 54
29 60 192 62
51 46 199 73
85 89 93 90
141 32 230 50
143 21 187 80
148 16 177 47
107 56 209 66
161 73 247 92
201 91 216 92
57 74 142 87
90 22 156 37
90 49 192 52
195 71 229 83
113 21 242 87
207 85 216 92
82 4 87 62
178 85 189 88
191 26 209 63
220 53 237 59
6 81 216 91
219 56 247 88
166 83 181 83
203 75 218 75
149 34 164 72
222 76 243 84
125 3 163 90
107 17 118 53
31 59 60 64
14 53 103 83
59 73 109 84
224 24 232 25
11 43 177 53
55 73 166 77
203 17 240 40
247 39 248 84
89 56 158 74
246 26 248 52
218 68 231 79
241 45 246 63
247 50 254 88
9 11 18 88
168 23 170 78
87 11 191 58
139 87 244 92
22 74 71 78
85 39 105 79
199 53 243 83
69 52 177 87
133 32 249 68
54 57 216 71
198 64 209 88
176 65 207 74
204 17 208 58
158 27 213 39
16 61 158 87
129 16 229 63
66 92 197 92
185 85 248 92
226 38 228 43
230 62 248 66
101 41 238 46
206 11 225 38
89 24 212 45
218 39 251 56
56 68 60 80
157 72 213 83
47 91 133 92
241 89 249 92
136 63 213 78
35 40 152 58
153 12 160 27
168 21 168 24
69 48 240 56
111 9 185 20
17 52 175 57
55 27 183 45
199 50 241 63
120 58 205 77
167 45 220 63
225 81 249 87
43 23 71 68
226 70 249 78
84 44 171 55
68 51 171 83
21 52 188 75
212 88 216 88
193 52 246 87
164 67 191 76
14 74 112 76
202 7 217 20
37 72 40 78
196 50 196 59
200 9 211 23
96 23 243 92
135 1 224 41
49 92 110 92
120 64 198 75
35 5 110 83
151 39 177 77
142 8 254 8
30 14 102 23
101 34 129 36
124 11 154 77
236 44 254 48
215 82 248 92
10 84 33 88
33 67 158 73
151 52 225 83
52 63 108 63
213 22 227 30
137 75 228 78
224 58 236 68
125 15 133 15
63 55 99 92
30 32 189 35
249 6 253 92
142 39 191 39
194 59 250 76
251 44 255 72
185 47 244 50
30 8 115 60
171 23 241 32
74 23 124 89
244 7 248 66
148 55 149 86
103 84 134 85
3 43 172 79
72 3 206 40
84 1 245 74
87 67 170 69
201 48 209 90
235 87 239 87
145 66 149 81
157 41 212 48
52 39 171 42
1 13 252 29
28 9 40 68
112 72 253 88
34 18 125 52
101 37 101 55
180 69 212 90
228 31 239 92
7 89 147 91
125 77 200 90
215 12 247 47
199 65 247 78
190 42 213 74
12 22 66 45
18 59 244 61
226 22 231 79
89 1 169 26
122 80 180 88
77 35 176 51
85 15 251 34
109 55 140 58
47 25 188 91
160 57 179 90
222 1 251 79
232 22 236 73
88 30 134 54
163 82 170 90
50 66 90 66
95 22 251 22
65 35 168 82
59 67 95 82
68 5 220 10
219 77 241 88
156 78 157 92
234 77 252 86
28 41 68 90
45 87 128 87
217 76 223 78
163 88 230 88
35 61 125 67
59 85 141 90
240 29 254 33
147 2 231 8
244 92 253 92
80 37 231 38
52 67 89 73
249 85 255 87
47 46 246 71
241 87 241 89
160 26 196 64
242 68 246 79
66 85 123 92
39 40 210 85
173 56 231 76
72 5 235 5
193 12 201 91
80 10 235 50
30 66 120 69
66 81 87 81
175 85 253 92
243 18 252 26
75 4 211 27
247 53 248 72
84 42 245 55
13 11 170 25
251 72 255 90
31 90 106 92
9 59 187 82
93 52 134 92
49 27 163 48
90 76 171 78
136 89 253 92
190 58 251 89
245 50 248 81
138 34 244 54
192 37 228 83
109 89 164 92
45 48 217 66
160 27 164 32
33 32 145 61
224 38 225 61
102 53 106 77
234 77 235 79
237 7 241 16
147 66 197 77
171 24 248 32
228 54 239 85
8 16 62 74
213 19 222 30
80 3 239 29
137 77 183 88
72 86 206 90
160 30 169 83
193 71 233 83
160 56 177 88
198 20 234 41
97 23 242 72
215 40 248 54
18 36 111 79
48 26 85 80
203 19 206 85
164 92 227 92
179 21 221 39
15 29 228 82
171 63 243 81
196 63 236 64
23 18 136 87
37 58 232 74
48 25 251 28
176 27 210 67
97 26 204 70
51 46 65 85
65 78 157 82
6 53 47 63
143 68 215 76
79 51 235 62
202 21 207 78
98 81 203 81
81 7 222 25
45 4 98 88
18 14 22 90
43 85 100 88
209 57 237 59
118 76 145 92
126 23 214 84
95 34 231 60
142 79 196 80
23 7 201 81
242 91 245 91
105 72 200 85
30 70 110 83
138 10 213 44
19 42 28 47
109 37 221 46
136 3 194 49
177 10 241 70
156 6 202 12
153 38 177 64
20 19 90 19
156 40 213 60
49 71 178 71
247 79 252 81
147 87 190 89
95 65 140 92
170 35 228 78
57 10 139 78
57 87 91 91
225 7 255 64
103 86 178 92
13 27 63 75
229 38 247 81
170 46 225 81
30 49 89 50
232 37 252 65
247 11 251 82
53 15 154 74
41 9 86 19
95 78 243 79
27 20 137 40
189 11 253 69
218 88 226 89
236 62 240 86
29 14 55 73
20 79 190 86
76 11 209 85
70 64 152 65
52 10 235 38
232 56 254 71
43 50 204 81
46 50 218 60
217 25 217 75
160 83 184 91
139 54 140 73
62 4 252 4
18 12 57 17
160 82 244 92
184 57 210 62
185 16 251 88
195 48 248 80
32 53 149 92
132 23 153 71
99 14 140 45
126 41 214 52
123 24 139 51
149 45 238 67
193 9 197 42
84 2 209 48
252 78 254 92
58 45 93 67
249 80 249 92
162 18 248 54
54 83 170 87
53 11 184 86
153 68 206 83
232 7 243 42
70 57 252 84
146 88 185 89
105 31 224 42
16 15 145 22
48 19 238 68
113 66 255 83
59 82 97 88
194 25 198 51
43 40 162 85
88 14 250 51
60 62 80 77
183 34 196 70
238 71 243 90
133 31 168 41
67 23 145 41
7 89 234 91
131 71 253 84
58 45 134 75
160 59 206 79
115 66 116 66
24 24 24 86
145 74 180 75
240 2 253 79
64 18 163 83
201 75 250 81
75 17 77 92
106 6 173 63
253 1 253 62
120 33 157 49
27 22 118 32
44 76 195 77
91 37 225 92
153 72 170 86
127 87 227 87
144 32 253 68
245 80 250 86
1 15 212 72
10 68 25 69
123 28 130 52
41 81 42 88
182 25 207 80
178 70 247 75
45 53 178 57
222 66 237 92
196 26 199 70
42 47 117 63
13 31 95 32
222 48 246 48
6 55 167 68
164 8 228 81
126 20 146 34
160 24 248 46
250 37 250 87
172 8 212 71
49 76 135 81
151 46 151 57
146 73 238 73
244 14 246 60
233 57 235 80
134 1 149 36
128 36 240 64
38 11 63 70
220 84 223 88
78 16 109 86
10 40 249 41
172 2 180 56
116 50 196 91
191 42 250 76
85 80 148 87
14 19 103 73
41 55 50 69
230 14 237 73
61 75 179 82
52 80 88 80
73 52 228 63
223 78 250 83
29 29 148 85
65 84 221 89
210 24 247 53
37 47 152 89
35 71 243 92
91 92 217 92
184 66 244 67
94 86 121 86
31 22 198 59
255 43 255 46
186 47 248 50
50 60 254 75
212 48 222 78
84 1 137 46
51 2 210 81
23 38 180 85
72 52 119 91
112 64 244 81
229 62 249 77
29 84 133 92
144 45 164 78
180 59 208 79
208 52 223 71
199 41 247 85
167 22 179 23
151 82 244 88
253 54 255 89
213 40 235 91
56 14 179 77
119 23 255 53
204 45 226 51
149 59 249 63
240 25 254 70
101 30 172 63
205 78 244 89
178 16 187 80
209 5 213 36
250 1 254 29
134 29 170 59
135 42 202 82
125 65 249 70
39 36 53 37
72 67 136 82
108 63 139 90
135 83 246 90
129 80 230 82
254 39 254 39
8 84 59 86
71 89 253 92
20 54 243 74
2 84 20 89
160 45 215 62
166 47 218 52
49 69 82 74
223 40 233 82
104 49 243 83
239 34 251 60
193 71 224 90
178 87 254 92
208 11 209 76
34 3 82 63
21 3 86 30
240 15 254 30
218 90 237 90
59 39 86 68
174 49 215 86
184 85 209 90
226 17 240 84
142 31 251 32
154 7 185 23
35 29 93 53
117 46 175 72
143 64 241 86
59 89 183 90
148 29 155 68
31 86 192 86
38 64 84 90
149 16 176 24
137 13 190 18
54 18 175 75
250 15 251 43
169 86 194 86
233 59 241 87
51 87 129 88
199 38 208 57
60 27 173 35
90 72 188 81
250 70 252 72
170 74 219 80
37 57 57 59
131 61 219 89
176 52 181 56
243 16 254 37
39 76 157 88
238 22 255 63
135 33 246 74
117 29 128 71
184 45 187 65
77 12 235 18
14 24 98 34
209 35 226 58
87 74 169 77
73 82 171 83
131 12 165 67
208 89 250 89
212 75 219 85
88 7 99 28
35 59 248 70
43 74 111 81
172 5 183 45
10 49 148 70
121 14 170 23
90 22 103 78
205 14 208 92
89 32 151 84
174 90 230 92
109 10 142 13
239 83 240 92
121 42 218 63
217 92 226 92
81 27 150 77
92 19 228 73
169 35 215 77
81 73 130 90
41 46 81 86
200 37 216 38
129 66 234 80
119 1 177 27
153 80 210 92
157 74 165 83
197 29 242 44
143 23 204 72
150 7 193 80
72 90 197 92
178 80 245 89
137 2 159 64
59 39 140 45
144 66 181 90
78 78 226 85
84 61 141 71
15 73 223 76
223 12 246 42
61 5 241 71
45 59 144 68
225 70 228 82
153 20 187 28
137 17 144 89
236 10 238 20
16 31 194 77
229 47 255 76
121 40 204 67
222 71 245 78
93 85 201 85
129 31 168 84
222 11 233 44
10 47 214 51
59 85 230 87
147 68 194 86
226 22 250 59
131 59 151 73
161 77 238 92
118 24 122 37
91 43 147 60
193 4 205 61
214 16 223 60
9 51 221 90
24 67 61 68
227 6 248 42
71 57 173 65
133 58 233 70
49 26 71 61
140 32 182 66
205 68 219 82
72 31 104 32
218 66 246 66
168 49 208 56
9 58 213 65
38 6 219 71
179 60 209 87
72 51 218 85
44 77 210 85
184 69 194 90
147 36 237 55
227 11 229 30
200 24 223 54
174 72 245 84
220 48 242 54
182 54 233 63
36 2 193 62
34 40 95 47
203 76 210 77
135 69 195 88
8 86 70 89
220 91 231 92
200 38 218 43
124 29 203 88
141 39 249 80
180 45 249 62
52 59 253 90
106 87 111 92
111 45 203 52
208 47 232 48
57 51 76 72
163 7 202 8
95 37 119 47
2 27 78 72
158 16 231 41
201 32 230 77
76 56 220 67
142 29 217 38
19 67 244 85
154 1 197 13
58 32 123 49
1 67 146 76
2 12 253 17
67 84 151 86
140 20 159 78
126 45 168 57
94 53 177 79
48 82 218 86
221 63 229 89
13 41 71 58
247 11 250 50
91 53 94 56
70 25 192 80
235 55 250 90
200 58 239 78
155 87 237 87
177 66 240 81
98 20 231 84
193 24 212 37
248 64 248 80
175 86 226 89
10 73 86 74
161 30 163 49
118 20 125 69
190 63 240 82
165 12 201 75
192 24 227 41
231 12 235 39
36 55 47 68
235 70 250 89
223 24 243 33
189 16 251 40
179 88 230 88
218 7 236 74
124 46 150 81
214 62 244 78
37 49 94 82
9 24 77 27
29 72 221 90
209 12 250 33
225 61 233 66
238 50 245 56
32 87 135 90
217 73 236 89
86 36 187 79
190 79 254 91
147 27 212 86
121 75 121 92
191 91 208 92
174 80 222 88
121 38 156 83
231 79 254 90
254 79 255 85
204 57 208 82
37 21 126 28
