1
39 728 300000
7 190 32 404
23 62 26 240
17 164 21 696
22 370 33 407
9 614 23 709
33 300 36 701
18 379 30 645
11 466 13 648
32 660 36 724
30 497 35 689
36 224 38 348
33 521 36 573
13 120 25 391
12 431 16 545
24 563 26 636
17 82 30 616
8 707 9 720
37 247 38 386
21 46 25 412
10 29 27 231
31 631 39 720
39 209 39 508
1 610 32 622
8 115 13 687
14 227 26 456
36 407 38 678
3 688 36 727
29 141 30 183
19 147 26 317
11 473 30 703
13 25 29 157
10 436 22 560
35 429 37 615
19 81 23 534
36 117 38 425
28 105 34 355
6 156 21 426
33 72 37 279
32 343 34 686
21 405 36 449
39 160 39 183
7 46 7 278
16 534 28 565
12 106 16 599
39 531 39 564
2 245 20 494
37 36 37 481
5 311 35 580
32 324 33 722
39 557 39 627
35 314 35 669
28 535 32 706
31 247 37 604
28 248 30 454
29 329 31 635
22 641 37 658
13 178 36 229
8 606 33 710
21 601 21 684
1 544 23 718
33 328 38 674
32 281 33 321
23 84 37 697
17 652 20 726
26 281 35 702
16 122 32 211
6 196 24 335
38 189 39 417
5 158 27 609
4 1 17 206
21 216 23 475
27 510 28 564
29 321 38 417
8 704 10 707
20 633 24 636
23 487 37 562
4 426 32 660
34 23 37 464
20 722 22 726
18 601 36 648
2 547 12 671
13 504 25 522
2 411 30 599
24 469 28 654
3 212 8 673
4 420 38 565
19 20 34 176
1 44 15 223
25 310 28 369
16 75 22 682
23 15 34 276
33 80 33 663
28 618 36 645
17 31 38 93
16 709 39 713
5 368 29 639
8 266 28 627
27 152 30 357
15 527 28 601
30 230 31 280
33 390 38 533
31 48 32 305
22 133 23 592
31 388 32 420
38 191 39 673
39 247 39 339
25 674 36 678
29 545 33 715
29 319 39 516
30 463 37 515
12 597 14 677
5 560 13 667
30 422 30 424
5 65 8 469
6 480 6 492
23 153 38 521
38 302 38 694
34 701 38 719
34 572 35 723
19 109 26 456
31 406 38 466
17 228 37 727
35 538 39 552
19 548 39 611
6 65 8 590
3 417 35 655
21 587 25 614
22 649 31 698
8 168 11 573
13 139 17 540
23 551 39 561
31 548 38 689
2 650 18 727
9 187 31 381
6 264 10 625
12 351 30 557
32 282 34 663
28 99 29 455
32 71 38 270
24 601 39 615
9 9 25 545
34 68 36 556
37 525 38 611
29 508 29 649
5 470 28 569
13 646 33 685
18 667 36 724
12 641 23 642
23 309 36 570
23 323 35 503
27 673 33 727
15 434 18 628
19 260 20 315
19 315 26 398
1 122 25 376
14 94 29 551
12 654 21 667
4 688 29 691
16 597 32 612
31 360 33 723
38 491 39 663
26 42 29 95
30 404 31 431
10 24 11 141
9 716 20 723
23 379 30 715
18 16 33 190
35 22 35 506
13 387 28 425
20 236 20 516
8 426 8 498
33 253 38 476
10 720 28 724
12 261 34 476
39 658 39 700
39 61 39 566
15 468 18 506
5 48 13 379
36 403 37 529
16 95 22 543
10 17 13 480
39 710 39 728
14 476 18 518
22 612 22 659
1 366 3 533
26 303 29 330
22 375 25 715
13 493 24 697
17 711 22 726
18 76 22 156
2 165 14 688
34 563 37 710
25 290 36 379
17 559 17 584
13 230 25 430
26 440 26 678
3 370 23 425
33 585 35 631
21 261 30 592
7 443 33 666
33 272 35 440
21 602 38 710
32 433 36 701
5 574 6 691
13 51 17 407
11 292 39 476
5 412 5 686
12 267 17 539
19 206 21 629
24 407 29 578
22 551 25 701
14 290 19 699
24 657 24 719
18 365 25 387
34 115 39 394
2 267 17 536
19 526 39 568
38 143 38 154
14 713 21 719
18 633 18 723
19 5 23 477
13 725 33 728
16 153 21 632
33 132 34 258
10 87 21 281
7 201 15 723
11 189 33 409
24 677 25 681
3 126 23 357
4 43 34 480
13 423 24 594
32 493 39 531
19 466 19 482
29 453 32 579
34 238 34 384
27 429 39 613
14 716 39 717
28 104 34 509
35 675 37 684
30 6 31 697
28 190 39 264
38 236 38 258
32 529 33 564
39 97 39 496
39 567 39 647
5 714 25 714
9 479 39 727
14 439 31 618
1 515 19 642
28 541 35 573
23 568 31 574
1 98 31 122
28 512 36 663
1 427 37 547
28 715 37 725
7 121 35 315
6 385 16 521
27 392 39 724
32 418 32 487
24 327 30 676
7 494 36 555
22 187 37 516
12 653 33 694
3 507 20 635
4 17 7 558
19 477 27 541
22 719 22 725
23 144 31 342
25 298 30 579
37 416 37 679
36 127 39 434
15 334 37 439
37 202 37 230
6 229 38 470
17 504 17 637
32 582 32 656
28 250 31 597
37 276 38 322
33 249 36 689
12 9 32 418
36 124 37 694
4 727 34 728
17 84 21 498
1 688 27 718
3 568 38 572
12 598 18 704
15 553 29 612
28 140 37 460
1 248 5 551
12 363 24 431
29 347 39 573
26 454 26 600
18 540 38 663
5 247 20 673
17 369 38 680
16 79 29 166
1 165 27 636
36 642 38 686
27 573 36 598
11 56 37 326
11 36 37 627
38 446 39 522
38 376 39 648
17 123 21 333
29 35 31 176
29 355 33 543
34 603 38 667
24 615 35 648
34 234 37 714
2 459 11 510
20 311 22 668
13 31 21 499
3 579 19 667
32 679 33 703
6 124 33 208
29 546 38 682
32 678 35 726
21 479 21 691
9 525 28 627
28 507 39 525
23 180 30 332
38 92 38 396
26 113 26 401
34 658 36 686
8 30 34 133
15 184 32 542
35 450 36 600
19 272 34 360
23 702 34 703
31 188 39 583
27 665 37 670
23 486 26 603
7 452 8 622
35 169 36 437
20 110 31 444
31 429 33 521
37 202 37 642
9 575 26 589
3 260 36 466
26 526 39 547
15 279 31 412
25 511 35 516
17 82 32 570
5 106 17 634
31 223 31 526
19 347 28 510
19 122 29 724
10 2 34 17
4 616 17 722
26 36 32 527
8 61 28 571
1 104 38 655
13 701 38 704
1 258 15 695
15 604 39 646
10 539 14 624
22 222 37 304
4 703 20 705
21 312 25 685
20 686 35 701
17 668 23 723
26 523 29 530
28 425 36 542
24 320 36 667
33 601 38 654
36 272 36 712
12 210 35 285
34 132 36 456
20 469 30 556
8 135 35 198
11 346 20 661
1 649 32 727
12 185 20 578
2 392 11 468
1 435 4 579
5 578 22 625
38 287 38 293
39 437 39 621
4 221 6 511
22 111 29 225
38 183 39 645
2 686 33 711
37 35 39 629
4 721 11 723
38 131 39 231
18 109 18 705
4 500 27 624
10 433 15 633
16 162 29 667
15 298 34 330
36 99 37 454
38 192 39 386
35 591 36 673
19 175 24 344
23 719 38 724
31 607 39 633
38 259 38 455
7 5 23 256
30 98 33 722
22 280 30 634
36 637 37 673
24 444 31 678
20 276 22 602
37 578 37 587
7 464 12 481
1 70 6 167
3 56 24 262
14 303 32 620
35 549 35 588
22 187 28 602
22 573 26 573
29 481 30 711
14 611 23 666
33 221 35 512
3 597 8 651
39 496 39 712
8 437 20 666
24 325 25 396
31 682 35 724
22 668 33 723
2 356 27 367
24 411 35 440
27 690 35 697
20 576 37 625
12 239 39 275
8 552 28 689
28 249 33 339
38 228 38 575
34 673 37 689
31 54 36 175
35 639 36 693
3 489 14 568
2 491 8 531
33 22 33 444
36 204 39 499
19 648 34 670
27 172 29 502
36 233 37 407
31 562 38 615
36 346 38 692
28 79 36 722
11 279 35 397
10 586 33 638
11 704 35 726
31 229 38 584
31 49 34 410
6 437 21 722
30 483 36 726
13 677 14 693
9 161 18 168
36 572 37 722
31 108 37 372
22 602 25 612
22 264 25 474
16 55 21 726
23 725 31 725
20 141 26 635
7 174 7 361
12 609 32 631
8 229 10 650
33 165 35 284
30 389 36 579
34 537 34 608
20 351 27 718
10 525 27 582
23 294 37 527
30 273 37 411
27 458 29 579
7 533 25 544
27 129 28 193
15 641 26 715
2 305 39 629
20 111 39 619
6 695 12 724
17 420 39 666
38 396 38 551
13 275 19 464
11 146 31 379
39 426 39 487
26 299 33 490
18 642 29 717
25 307 39 616
18 315 31 435
25 553 39 591
4 678 32 691
29 554 29 681
5 521 7 581
10 222 26 349
33 71 38 135
22 457 27 558
37 501 37 719
37 227 38 715
31 710 34 723
17 241 22 366
21 664 23 726
3 194 27 568
15 540 29 706
1 482 37 633
39 634 39 642
32 346 33 624
35 627 37 642
27 445 37 616
2 438 38 679
30 517 37 603
15 428 31 576
19 661 27 693
3 219 6 358
4 596 7 685
28 526 33 698
24 472 35 572
32 723 35 728
21 257 26 356
27 108 37 323
33 2 38 212
16 63 38 137
12 147 28 152
29 358 29 499
6 530 22 536
23 48 39 170
23 141 33 256
9 542 13 658
12 641 15 712
18 62 28 532
1 543 33 683
31 628 36 665
28 305 34 662
19 436 32 589
2 354 35 559
31 321 32 491
28 571 30 681
26 713 29 718
28 630 30 711
22 214 22 366
34 431 38 651
31 103 31 272
7 582 7 711
17 93 29 510
11 143 35 435
6 135 32 472
29 194 33 403
24 54 26 546
22 268 27 357
33 10 36 336
33 699 35 718
6 323 21 666
7 654 24 689
38 688 39 723
12 667 15 685
30 172 39 239
27 142 36 252
18 244 34 581
31 73 34 667
36 602 37 604
30 694 36 704
18 181 35 692
29 47 31 362
8 430 19 710
32 551 38 617
20 5 22 66
4 430 9 500
21 362 37 498
17 513 19 678
5 645 28 689
2 192 21 193
27 558 32 623
14 30 26 77
24 509 33 517
20 100 23 259
30 332 33 392
25 567 33 589
5 304 8 336
4 237 12 549
30 92 37 440
11 236 28 519
1 621 39 670
17 499 33 556
4 335 10 488
31 62 33 89
14 150 36 657
10 263 36 407
5 622 37 671
29 96 37 326
19 532 30 588
29 345 37 419
2 51 6 584
27 576 37 599
12 264 24 418
5 532 22 693
4 646 5 656
33 218 36 430
39 243 39 668
25 24 35 680
22 465 38 664
11 285 17 343
16 589 26 725
10 87 35 302
15 691 30 696
14 682 32 720
28 345 30 709
31 128 36 577
27 207 27 366
30 443 30 633
38 158 39 493
2 341 8 395
9 422 12 532
5 321 17 653
23 526 39 668
21 703 27 727
18 656 28 722
24 364 26 384
22 58 26 323
23 720 23 723
35 30 35 340
11 350 24 442
36 330 38 406
35 575 38 691
29 121 37 564
17 255 28 632
1 473 20 728
9 143 11 359
23 307 38 387
39 721 39 724
31 574 33 706
38 199 39 421
14 404 20 695
17 565 25 712
29 683 33 704
39 650 39 727
22 421 35 690
39 171 39 206
20 497 24 510
5 272 8 577
3 232 30 504
30 469 31 609
26 569 30 633
3 90 39 389
14 93 23 487
10 507 30 580
22 595 27 604
10 201 26 460
21 341 31 728
33 71 34 439
31 562 39 636
8 190 28 390
15 378 17 431
24 145 32 554
28 509 28 571
4 346 17 566
2 596 29 721
14 435 23 722
32 214 38 465
20 670 36 707
22 669 27 702
16 582 24 609
3 422 20 644
35 555 35 718
23 700 27 726
10 610 27 630
3 358 3 389
13 19 23 80
11 236 37 700
17 633 18 708
32 374 35 457
37 125 37 437
11 190 26 488
33 603 38 633
18 225 20 411
38 556 39 726
16 361 22 560
16 26 35 704
12 246 22 332
32 31 37 543
9 632 11 637
24 615 35 662
10 351 16 461
20 449 22 644
26 708 30 716
20 170 29 379
13 485 21 694
25 2 26 202
4 532 39 728
8 332 24 713
27 368 33 411
23 242 29 394
13 51 15 717
8 480 16 533
2 651 32 675
20 684 21 692
32 394 39 527
20 372 38 389
18 477 19 599
4 704 14 718
3 664 31 686
24 580 36 671
31 137 36 235
35 23 35 600
7 592 33 727
35 79 36 229
21 14 21 245
1 602 17 700
5 267 7 465
6 302 18 723
25 365 26 693
11 547 31 579
33 592 36 594
34 499 38 567
29 305 30 432
16 377 17 598
35 82 38 277
22 399 38 568
28 426 32 681
28 598 28 691
1 441 25 577
5 658 20 674
33 360 36 545
38 668 38 701
8 431 36 442
15 390 18 727
36 685 37 711
9 202 13 487
35 12 37 573
20 548 37 594
10 474 33 497
22 139 34 719
25 25 32 344
35 716 35 726
18 648 24 701
16 303 34 366
11 496 32 551
13 335 22 401
34 63 37 475
12 566 13 667
38 337 38 526
10 567 35 625
38 362 38 694
35 603 38 615
19 725 29 727
6 413 15 554
34 560 39 618
4 302 6 484
37 470 37 631
26 74 28 223
36 459 37 642
16 272 38 646
3 100 11 237
19 645 23 674
20 332 29 613
27 74 36 646
34 128 39 685
3 282 35 430
26 676 31 689
6 157 22 466
38 59 39 259
17 376 38 514
19 492 19 639
39 98 39 258
12 295 27 474
9 273 23 371
9 604 35 712
23 555 26 710
11 412 24 553
2 597 25 617
28 534 28 615
1 47 20 253
35 340 36 428
9 70 17 275
5 387 16 473
20 537 39 669
10 87 19 706
10 332 15 358
16 548 37 727
27 560 29 670
13 198 38 592
32 601 37 659
13 10 27 148
22 95 36 537
8 35 31 481
9 261 27 292
25 430 34 567
39 261 39 509
33 390 39 481
16 107 39 473
21 48 38 315
3 149 13 376
13 320 27 440
9 553 29 597
15 666 33 718
16 183 29 409
13 522 38 697
38 675 39 711
4 157 20 323
18 388 19 720
19 126 31 185
18 103 32 221
10 122 30 587
2 109 14 119
37 68 38 649
33 217 36 569
18 586 27 723
15 675 17 691
2 646 39 676
12 216 12 713
16 414 21 528
15 15 37 407
28 508 35 572
13 493 16 648
28 694 39 717
25 378 36 442
26 23 29 689
20 202 26 637
18 84 39 139
29 94 30 253
9 264 31 720
31 568 35 594
20 393 31 637
19 514 25 693
2 585 24 700
11 312 36 332
35 438 36 705
34 1 34 150
17 498 19 560
33 425 36 629
3 180 29 495
10 122 27 345
7 149 31 694
10 279 39 567
18 427 25 455
2 344 37 567
11 34 14 472
10 257 26 475
8 382 19 568
30 626 34 687
23 10 27 386
26 33 35 170
18 300 22 451
11 459 24 505
26 454 31 531
7 463 36 654
13 455 26 688
28 19 32 476
23 568 26 696
19 428 25 479
7 160 19 470
6 627 33 674
36 264 38 721
36 179 36 242
31 407 32 657
10 132 37 258
3 623 17 681
11 355 16 544
3 663 24 683
25 607 39 614
5 719 8 724
10 229 21 319
22 87 23 664
3 101 5 560
12 256 35 626
2 363 18 389
15 129 36 310
19 352 31 442
14 20 19 425
32 158 38 171
7 654 12 676
20 711 25 716
15 130 30 220
2 470 36 521
6 359 28 613
16 36 33 229
10 550 28 702
29 453 33 469
13 189 24 538
31 57 39 535
35 6 37 362
20 172 39 544
23 80 38 135
21 21 37 599
1 181 13 219
8 354 30 411
15 242 24 257
23 51 35 350
26 235 36 493
32 643 39 719
19 52 39 196
30 147 36 280
12 257 26 626
13 38 38 566
14 39 33 229
37 646 39 716
37 249 39 573
21 317 36 512
24 124 27 247
38 476 38 619
36 531 38 561
19 600 20 728
21 92 23 553
3 544 3 613
35 80 38 500
3 41 31 588
35 15 36 398
31 530 39 538
14 570 34 611
28 441 39 556
38 23 39 434
37 100 37 301
2 313 35 534
5 144 28 703
4 725 10 728
28 45 33 387
2 510 3 519
30 335 31 617
26 42 38 298
31 599 34 641
7 643 26 686
33 408 35 563
29 191 36 355
12 411 18 676
12 352 12 481
1 556 34 669
26 173 28 321
4 635 25 658
16 623 21 712
5 107 35 353
28 548 29 626
23 310 30 394
1 639 33 647
8 111 28 501
28 294 28 606
12 439 39 638
2 363 34 529
26 177 31 431
35 140 38 505
37 93 37 506
5 308 12 546
27 393 35 701
8 127 31 646
17 475 32 713
30 529 33 679
4 297 32 404
37 56 38 556
37 313 39 728
27 325 29 674
21 89 37 698
27 679 37 706
26 656 29 728
11 193 21 326
13 355 28 609
11 511 36 512
12 265 17 725
7 44 37 159
27 295 29 352
35 639 35 644
17 389 36 507
23 449 30 497
28 431 33 542
37 97 39 548
8 181 27 465
8 112 12 275
21 99 27 125
20 686 22 705
18 10 29 278
6 27 22 719
30 102 32 589
37 150 39 173
26 510 30 534
33 274 38 335
25 270 27 385
11 628 36 716
20 64 36 368
15 446 33 706
38 599 38 648
34 399 34 486
19 418 36 429
10 137 16 540
36 311 38 598
9 129 23 606
28 550 33 580
10 115 10 325
23 434 27 497
2 427 21 470
9 43 13 631
33 589 39 600
11 671 14 688
33 126 37 321
23 252 26 515
31 225 32 684
28 527 30 643
27 363 33 703
1 425 39 572
15 199 28 302
18 541 32 558
6 682 21 716
23 315 32 596
12 328 30 660
28 519 33 524
26 190 34 199
10 643 38 687
24 254 37 728
18 41 39 258
6 238 33 281
1 642 3 652
6 568 28 649
12 290 33 658
12 460 21 525
7 697 31 725
2 442 34 511
33 227 35 231
35 720 35 726
29 617 39 707
18 194 24 236
31 630 33 645
20 93 32 411
36 75 37 573
24 307 29 706
37 188 37 621
28 251 37 499
7 544 37 723
5 461 33 660
1 357 2 496
36 58 37 354
13 642 13 659
24 674 34 712
34 659 37 697
31 436 32 727
37 224 39 351
16 314 37 510
20 670 33 674
25 426 33 465
28 109 29 151
20 22 31 646
22 400 30 604
3 549 11 572
10 368 12 518
39 696 39 725
10 66 19 84
10 365 17 369
18 20 23 160
30 311 34 465
17 548 26 629
26 405 36 617
33 449 37 557
29 215 32 704
35 167 36 624
8 380 36 504
25 688 38 721
32 446 32 583
2 286 32 687
28 420 28 477
20 146 26 512
26 231 30 593
33 615 39 643
27 46 38 596
39 432 39 520
2 610 23 707
6 438 21 603
26 98 26 641
23 59 37 721
38 497 39 501
19 506 27 645
11 259 21 325
6 684 38 724
27 100 37 521
33 580 38 645
8 248 38 654
8 284 27 364
10 596 10 645
22 623 32 720
36 284 37 639
9 180 37 536
36 250 37 372
35 497 36 520
23 70 32 637
17 374 36 566
18 688 36 722
3 478 32 603
30 703 39 716
17 33 17 548
4 46 27 119
13 189 30 215
33 58 35 339
24 104 38 529
22 38 29 710
11 535 19 708
7 471 26 631
17 122 34 248
37 503 39 596
10 558 21 645
22 534 34 690
22 162 26 539
27 661 32 727
15 3 15 564
31 569 32 720
31 520 34 618
9 270 20 494
27 558 35 615
23 217 31 530
6 5 18 341
30 61 35 379
23 457 37 478
12 351 33 597
36 42 39 311
16 50 27 519
5 52 24 156
33 588 38 668
15 8 39 605
19 670 23 690
17 65 32 354
9 496 12 664
14 624 22 658
31 363 39 514
5 592 15 691
20 37 20 299
37 27 38 367
35 385 35 706
13 100 33 637
14 37 16 351
28 50 31 708
10 138 17 671
13 259 34 522
5 439 37 466
4 135 31 491
3 589 21 642
29 576 32 619
6 52 29 656
26 673 27 696
8 309 19 668
3 284 9 517
15 615 33 679
6 586 29 642
34 331 35 692
19 272 30 452
24 727 29 728
7 668 18 704
21 207 30 401
21 628 23 659
17 655 39 716
38 399 38 590
4 674 35 728
6 353 17 451
21 622 37 715
34 603 35 650
8 445 29 467
17 1 21 385
20 510 34 606
5 251 34 546
30 338 35 625
20 709 31 728
27 335 32 627
28 543 30 713
1 41 37 472
21 245 22 677
35 700 35 726
12 296 15 630
1 67 31 717
22 19 38 462
16 309 18 342
3 15 24 492
38 18 39 566
4 464 17 712
25 114 37 318
10 165 12 544
27 462 30 471
8 36 21 679
34 85 39 726
18 195 33 483
8 520 34 635
10 8 14 285
22 415 29 584
8 419 19 566
18 482 25 587
15 574 25 704
37 504 37 591
24 300 25 517
9 76 39 656
23 583 36 619
2 171 33 344
26 368 36 599
11 399 36 594
16 164 18 549
6 71 35 471
33 473 35 632
24 709 39 709
9 468 23 631
12 727 25 728
8 262 8 558
25 334 28 444
30 467 33 625
37 34 37 55
1 330 17 649
16 611 23 648
37 336 38 707
20 330 26 510
29 541 36 606
11 230 20 243
4 445 36 460
17 39 22 706
31 424 35 539
28 31 39 60
8 338 26 578
16 12 37 479
15 404 27 456
24 607 27 619
12 697 14 728
16 296 30 515
2 50 25 719
8 504 18 548
29 98 36 137
13 613 13 653
31 715 31 718
29 370 37 407
29 599 34 672
28 108 36 682
38 176 39 204
3 478 18 725
7 169 16 580
23 662 34 698
2 346 16 560
10 446 24 481
28 440 32 590
22 108 23 133
24 498 38 710
32 442 35 477
23 589 33 654
10 678 16 678
24 578 39 610
22 155 31 313
5 723 22 728
5 15 35 422
19 217 32 706
7 723 25 727
23 137 31 581
1 326 6 603
20 682 35 709
20 106 24 106
32 696 37 727
15 133 31 254
17 172 17 326
38 41 39 705
25 714 25 719
14 541 18 661
5 162 19 547
9 18 9 514
4 536 18 673
33 598 33 725
15 692 35 700
22 581 36 679
19 50 32 349
27 667 34 695
4 170 34 218
36 187 36 250
13 634 34 643
26 667 34 675
33 119 35 353
3 5 18 209
21 464 37 675
33 584 39 666
6 603 13 651
3 21 5 487
17 118 19 227
14 155 15 625
14 639 34 685
27 188 28 265
29 92 35 199
23 53 35 662
27 124 29 545
25 209 27 728
4 524 28 691
24 174 34 670
17 284 37 661
34 671 38 715
33 199 33 234
21 97 30 150
7 494 12 617
27 590 38 643
31 661 36 664
12 237 17 260
11 188 34 220
5 80 30 587
29 72 31 420
33 148 34 327
39 48 39 628
22 69 37 90
1 272 1 353
10 407 31 492
9 249 12 593
29 550 39 647
15 655 20 708
18 191 22 365
16 234 27 493
26 332 30 631
7 54 7 687
5 605 16 723
26 563 39 689
22 401 34 407
15 173 33 212
12 65 20 172
5 516 12 578
3 718 34 719
20 158 20 479
21 565 31 617
18 704 24 715
39 706 39 711
4 713 15 716
26 154 27 701
38 583 38 720
16 408 28 599
9 216 27 333
11 625 35 706
21 442 22 550
5 216 31 484
19 203 28 326
2 723 7 725
16 314 23 518
19 596 30 715
28 68 28 117
21 216 37 471
15 488 21 697
19 395 36 529
25 388 29 427
6 379 12 530
9 510 12 632
26 153 26 601
20 491 34 576
25 59 38 155
18 315 34 316
19 404 20 574
36 338 37 524
6 506 35 590
35 9 37 501
22 679 34 693
1 284 12 517
7 1 15 704
23 306 38 573
19 674 24 705
30 40 35 727
37 137 38 619
21 37 38 146
27 718 29 724
4 615 21 706
1 458 12 511
24 325 38 393
8 37 13 126
11 403 37 566
21 342 38 563
38 570 39 678
31 111 32 472
14 701 23 721
20 223 39 298
37 445 39 579
24 62 29 666
11 373 32 687
11 556 34 717
4 318 19 544
39 722 39 723
23 669 25 674
28 118 33 262
8 224 12 532
30 716 38 727
18 565 34 619
7 72 8 271
3 387 26 489
30 597 31 602
29 143 37 703
19 74 24 327
34 144 34 475
15 351 21 471
38 316 39 346
31 196 32 308
7 641 33 646
9 578 13 597
32 380 38 685
28 600 30 706
15 165 18 296
36 56 36 718
3 640 16 708
10 615 21 713
14 422 28 553
23 576 23 621
19 683 19 694
15 586 25 632
24 446 30 520
8 53 29 105
27 571 34 660
27 153 28 668
9 708 9 723
28 360 39 459
22 556 35 660
36 207 37 648
20 627 38 677
28 401 31 416
39 85 39 446
30 363 32 621
34 522 37 636
9 273 35 290
25 423 25 533
36 215 39 457
22 564 29 657
32 249 35 435
36 60 37 247
31 468 35 681
5 545 12 648
13 491 36 524
11 197 21 300
13 483 39 523
33 298 33 719
5 71 29 466
1 154 7 684
25 244 30 342
8 192 13 452
7 310 24 486
35 717 38 724
6 722 28 727
31 92 33 709
24 170 39 361
22 223 34 421
21 44 26 200
11 559 14 589
6 315 28 666
7 120 9 477
3 468 11 552
35 394 39 666
17 682 30 695
34 313 37 398
36 83 36 561
15 14 29 635
25 201 26 579
3 373 33 491
9 570 17 575
28 429 31 660
35 152 39 467
13 690 22 696
22 377 34 551
39 62 39 517
3 248 36 458
35 36 37 702
36 259 37 417
19 324 35 551
7 579 30 711
3 370 24 604
20 87 26 566
30 214 38 332
10 561 27 684
36 29 37 350
9 55 32 620
23 439 36 516
28 171 38 647
11 15 22 620
3 380 7 640
28 198 34 507
17 363 23 654
8 41 12 540
15 327 32 450
15 582 23 682
32 633 32 690
31 499 33 529
25 88 33 153
32 655 34 676
26 174 30 579
9 687 11 698
33 554 35 555
23 66 33 419
36 572 37 611
30 725 33 725
4 76 28 380
20 264 32 396
32 363 38 575
22 591 37 681
34 56 36 287
15 570 16 636
36 636 38 655
32 518 35 522
9 303 27 694
12 98 16 300
13 385 19 558
28 50 38 364
15 185 25 408
39 359 39 360
23 586 32 596
32 645 37 704
18 577 36 636
23 683 26 703
24 296 25 317
7 303 10 426
33 654 37 724
1 64 6 424
7 21 27 217
15 602 34 674
4 546 9 618
3 581 30 660
26 705 26 728
39 590 39 696
31 318 35 570
1 541 31 667
32 565 33 701
7 125 25 515
16 435 29 568
11 23 19 614
17 611 32 624
19 360 37 593
6 42 34 228
13 646 39 687
27 34 30 656
29 567 37 593
24 307 39 552
3 154 38 426
12 294 22 440
8 12 13 333
3 528 24 645
5 188 32 495
23 469 23 477
19 615 26 675
29 51 30 724
38 157 38 642
32 626 33 638
18 130 23 434
34 146 39 559
34 630 38 678
16 101 21 629
22 597 22 608
22 137 32 497
14 136 32 477
27 120 34 472
30 50 32 383
9 16 20 448
19 716 23 728
33 643 38 717
28 306 28 526
27 151 34 435
29 396 39 436
9 47 25 131
30 53 39 219
1 353 31 585
32 143 33 325
24 6 36 337
25 485 30 598
3 245 3 611
28 7 39 380
20 72 20 177
23 610 24 701
11 517 23 626
7 254 37 290
23 326 27 714
11 638 17 673
3 409 4 534
3 412 11 450
7 401 7 421
16 226 19 649
19 404 33 428
14 417 28 429
1 643 14 706
18 430 36 632
8 469 17 718
38 368 39 596
4 388 23 652
11 508 19 508
8 511 8 613
32 209 36 611
5 590 18 648
13 508 30 529
37 105 38 361
39 253 39 657
12 657 16 688
24 360 38 406
9 412 25 551
28 133 33 268
29 342 29 488
2 240 2 533
33 275 37 666
27 698 34 714
39 222 39 317
39 358 39 448
39 286 39 441
10 165 26 187
4 667 8 705
20 659 36 676
20 349 37 629
38 327 38 485
29 141 34 343
30 551 34 685
25 122 33 288
7 498 17 636
28 718 34 727
3 92 27 192
1 230 29 370
36 149 38 158
30 558 35 615
5 450 7 515
26 498 31 630
11 66 39 620
30 190 30 584
15 707 32 718
15 431 20 676
3 659 6 717
22 15 28 274
5 511 24 721
17 373 33 467
9 200 35 237
17 91 17 539
13 520 21 589
26 535 37 649
2 385 23 550
27 538 33 683
15 679 36 687
17 716 37 719
23 241 25 637
31 558 38 592
6 652 13 667
8 6 13 370
28 216 31 645
34 351 37 363
27 345 37 357
22 174 35 233
38 463 38 682
38 94 38 439
28 254 31 461
1 300 9 304
11 543 25 647
30 420 32 652
39 581 39 637
10 139 25 178
36 625 39 695
27 675 33 691
39 135 39 259
17 554 39 624
9 486 28 591
12 115 22 531
12 484 38 712
8 371 34 559
25 688 36 692
13 501 13 724
33 565 35 583
30 455 38 589
2 110 38 188
4 75 18 401
11 69 31 567
39 503 39 720
8 82 20 637
1 509 20 521
7 595 11 664
8 268 15 315
30 422 34 454
16 93 19 325
21 296 31 709
18 710 20 712
15 641 33 699
29 18 39 581
15 174 19 256
15 103 34 264
13 422 33 704
10 487 29 699
11 141 38 686
23 289 32 597
31 21 39 354
14 389 38 459
7 208 12 685
25 627 31 653
19 62 28 161
24 716 26 717
18 229 25 699
5 566 14 574
32 460 39 472
39 621 39 724
13 344 30 679
23 173 25 315
28 223 38 229
36 73 37 89
19 695 20 703
11 519 27 550
8 32 21 345
34 298 38 438
35 430 35 602
34 551 35 608
30 536 30 721
27 600 33 717
18 380 35 615
13 420 26 486
34 641 38 671
12 284 15 446
16 531 20 595
14 504 33 542
3 114 20 176
19 544 38 724
36 547 37 610
1 387 10 403
14 53 39 190
19 564 32 614
10 174 11 482
25 64 28 273
37 436 38 523
33 161 37 438
15 460 26 717
10 374 37 440
38 582 39 647
11 241 23 674
6 543 7 679
34 567 39 613
37 310 38 577
26 316 29 544
13 327 18 458
35 180 35 468
31 403 37 567
24 435 37 653
19 142 30 501
2 270 36 323
8 168 18 539
25 208 34 332
8 557 8 715
15 182 36 633
10 61 37 396
22 659 36 681
20 572 28 724
5 197 38 375
24 675 27 723
24 365 38 680
12 309 14 432
24 563 26 582
18 307 26 391
23 256 30 295
38 712 38 714
9 466 36 580
33 502 38 624
26 420 36 609
23 391 31 545
14 667 36 722
7 661 36 713
21 594 33 674
19 411 20 547
2 327 21 475
7 705 16 719
9 580 21 696
30 388 30 413
25 375 29 552
34 83 35 312
8 714 9 726
5 420 20 599
5 307 16 377
3 381 35 664
20 149 25 614
13 59 16 705
32 133 37 216
2 686 34 700
24 207 39 547
12 251 29 704
19 63 30 593
6 257 28 633
28 472 31 688
13 116 27 470
28 256 36 476
15 405 29 510
